3601,361,3601,Kabupaten Pandeglang,1
3602,361,3602,Kabupaten Lebak,1
3603,363,3603,Kabupaten Tangerang,1
3604,362,3604,Kabupaten Serang,1
3671,364,3671,Kota Tangerang,1
3672,362,3672,Kota Cilegon,1
3673,362,3673,Kota Serang,1
3674,365,3674,Kota Tangerang Selatan,1
9999,999,9999,Luar Zona,1
